did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
44482,amazon-commerce-reviews_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,30.0,,30.0,50.0,101.0,1500.0,0.0,0.0,100.0,1.0
44483,Australian_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,383.0,,307.0,2.0,15.0,690.0,0.0,0.0,6.0,9.0
44484,Australian_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,383.0,,307.0,2.0,15.0,690.0,0.0,0.0,6.0,9.0
44485,Australian_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,383.0,,307.0,2.0,15.0,690.0,0.0,0.0,6.0,9.0
44486,Australian_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,383.0,,307.0,2.0,15.0,690.0,0.0,0.0,6.0,9.0
44487,Australian_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,383.0,,307.0,2.0,15.0,690.0,0.0,0.0,6.0,9.0
44498,credit-g_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0
44499,credit-g_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0
44500,credit-g_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0
44501,credit-g_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0
44502,credit-g_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0
44503,steel-plates-fault_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,673.0,,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0
44504,steel-plates-fault_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,673.0,,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0
44505,steel-plates-fault_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,673.0,,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0
44506,steel-plates-fault_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,673.0,,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0
44507,steel-plates-fault_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,673.0,,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0
44553,vehicle_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,218.0,,199.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0
44554,vehicle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,218.0,,199.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0
44555,vehicle_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,218.0,,199.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0
44556,vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,218.0,,199.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0
44557,vehicle_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,218.0,,199.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0
44573,arcene_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,56.0,,44.0,2.0,101.0,100.0,0.0,0.0,100.0,1.0
44574,arcene_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,56.0,,44.0,2.0,101.0,100.0,0.0,0.0,100.0,1.0
44575,arcene_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,56.0,,44.0,2.0,101.0,100.0,0.0,0.0,100.0,1.0
44576,arcene_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,56.0,,44.0,2.0,101.0,100.0,0.0,0.0,100.0,1.0
44577,arcene_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,56.0,,44.0,2.0,101.0,100.0,0.0,0.0,100.0,1.0
44583,micro-mass_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,60.0,,11.0,20.0,101.0,571.0,0.0,0.0,100.0,1.0
44584,micro-mass_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,60.0,,11.0,20.0,101.0,571.0,0.0,0.0,100.0,1.0
44585,micro-mass_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,60.0,,11.0,20.0,101.0,571.0,0.0,0.0,100.0,1.0
44586,micro-mass_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,60.0,,11.0,20.0,101.0,571.0,0.0,0.0,100.0,1.0
44587,micro-mass_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,60.0,,11.0,20.0,101.0,571.0,0.0,0.0,100.0,1.0
44588,eucalyptus_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,214.0,,105.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0
44589,eucalyptus_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,214.0,,105.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0
44590,eucalyptus_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,214.0,,105.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0
44591,eucalyptus_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,214.0,,105.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0
44592,eucalyptus_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,214.0,,105.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0
44593,blood-transfusion-service-center_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44594,blood-transfusion-service-center_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44595,blood-transfusion-service-center_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44596,blood-transfusion-service-center_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44597,blood-transfusion-service-center_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44598,qsar-biodeg_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44599,qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44600,qsar-biodeg_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44601,qsar-biodeg_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44602,qsar-biodeg_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44603,cnae-9_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,120.0,,120.0,9.0,101.0,1080.0,0.0,0.0,100.0,1.0
44604,cnae-9_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,120.0,,120.0,9.0,101.0,1080.0,0.0,0.0,100.0,1.0
44605,cnae-9_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,120.0,,120.0,9.0,101.0,1080.0,0.0,0.0,100.0,1.0
44606,cnae-9_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,120.0,,120.0,9.0,101.0,1080.0,0.0,0.0,100.0,1.0
44607,cnae-9_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,120.0,,120.0,9.0,101.0,1080.0,0.0,0.0,100.0,1.0
44608,pc4_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44609,pc4_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44610,pc4_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44611,pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44612,pc4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44613,cmc_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,629.0,,333.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0
44614,cmc_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,629.0,,333.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0
44615,cmc_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,629.0,,333.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0
44616,cmc_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,629.0,,333.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0
44617,cmc_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,629.0,,333.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0
44618,car_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1210.0,,65.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0
44619,car_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1210.0,,65.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0
44620,car_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1210.0,,65.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0
44621,car_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1210.0,,65.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0
44622,car_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1210.0,,65.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0
45058,credit-g,3,31892,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,13.0
45063,credit-approval,2,31892,active,arff,357.0,,296.0,2.0,16.0,653.0,0.0,0.0,6.0,9.0
45077,qsar,1,31892,active,arff,699.0,,356.0,2.0,41.0,1055.0,0.0,0.0,30.0,10.0
45545,Tour-and-Travels-Customer-Churn-Prediction,1,86,active,arff,730.0,,224.0,2.0,7.0,954.0,60.0,60.0,2.0,5.0
45557,Mammographic-Mass-Data-Set,2,86,active,arff,516.0,,445.0,2.0,5.0,961.0,130.0,160.0,2.0,3.0
45604,dummy,1,37166,active,arff,727.0,,273.0,2.0,7.0,1000.0,0.0,0.0,6.0,1.0
45613,appendicitis_test_edsa,2,37163,active,arff,85.0,,21.0,2.0,8.0,106.0,0.0,0.0,7.0,0.0
45615,appendicitis_test_edsa,3,37163,active,arff,85.0,,21.0,2.0,8.0,106.0,0.0,0.0,7.0,1.0
45648,MIC,1,37600,active,arff,1392.0,,257.0,2.0,105.0,1649.0,0.0,0.0,9.0,96.0
45686,cylinder-bands,3,1140,active,ARFF,312.0,,228.0,2.0,38.0,540.0,263.0,999.0,18.0,20.0
45687,schizo,2,1140,active,ARFF,177.0,,163.0,2.0,15.0,340.0,228.0,834.0,12.0,3.0
45688,teachingAssistant,2,1140,active,ARFF,52.0,,49.0,3.0,6.0,151.0,0.0,0.0,1.0,5.0
45705,cylinder-bands,4,869,active,ARFF,312.0,,228.0,2.0,38.0,540.0,263.0,999.0,18.0,20.0
45706,cylinder-bands,5,869,active,ARFF,312.0,,228.0,2.0,38.0,540.0,263.0,999.0,18.0,20.0
45707,cylinder-bands,6,1140,active,ARFF,312.0,,228.0,2.0,38.0,540.0,263.0,999.0,18.0,20.0
45711,doa_bwin,3,39327,active,arff,354.0,,176.0,2.0,14.0,530.0,0.0,0.0,11.0,3.0
45712,doa_bwin_balanced,1,39327,active,arff,354.0,,354.0,2.0,14.0,708.0,0.0,0.0,11.0,3.0
45717,bwin_amlb,1,39327,active,arff,354.0,,176.0,2.0,14.0,530.0,0.0,0.0,11.0,3.0
45748,StudentsPerformance,2,40508,active,arff,518.0,,482.0,2.0,8.0,1000.0,0.0,0.0,3.0,0.0
46116,German-Credit-Risk-with-Target,1,42720,active,arff,700.0,,300.0,2.0,10.0,1000.0,478.0,577.0,4.0,5.0
46174,Flare,1,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46175,Flare,2,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46176,Flare,3,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46177,Flare,4,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46178,Flare,5,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46179,Flare,6,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46180,Flare,7,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46181,Flare,8,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46182,Flare,9,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46183,Flare,10,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46184,Flare,11,33148,active,arff,331.0,,43.0,6.0,12.0,1066.0,0.0,0.0,0.0,12.0
46264,mabbob_ela_as_2d_classify,1,43372,active,arff,656.0,,18.0,5.0,46.0,1120.0,0.0,0.0,45.0,0.0
46270,mabbob_ela_as_5d_classify,1,43372,active,arff,737.0,,12.0,4.0,46.0,1120.0,0.0,0.0,45.0,0.0
46279,algerian_forest_fires,1,30703,active,arff,137.0,,106.0,2.0,14.0,243.0,0.0,0.0,13.0,1.0
46336,hayes-roth_clean,1,30703,active,arff,65.0,,31.0,3.0,5.0,160.0,0.0,0.0,4.0,1.0
46365,Credit_Approval_Classification,1,44101,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,1.0
46377,credit-approval,3,44331,active,arff,383.0,,307.0,2.0,16.0,690.0,27.0,55.0,6.0,6.0
46378,credit-g,4,44331,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,6.0,12.0
46379,analcatdata_creditscore,2,44331,active,arff,73.0,,27.0,2.0,7.0,100.0,0.0,0.0,3.0,2.0
46382,company_quality_and_valuation_finance,1,44101,active,arff,174.0,,44.0,6.0,11.0,719.0,0.0,0.0,9.0,1.0
46416,Creditability-German-Credit-Data,1,45575,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,0.0
46421,German-Credit-Data-Creditability,1,45575,active,arff,700.0,,300.0,2.0,72.0,1000.0,0.0,0.0,3.0,1.0
46422,Credit-Risk-Classification-Dataset,1,45575,active,arff,900.0,,225.0,2.0,43.0,1125.0,149.0,149.0,6.0,1.0
46482,German-Credit-Data-Creditability-2,1,45575,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,1.0
46502,Credit_Approval_Classification,3,44101,active,arff,700.0,,300.0,2.0,51.0,1000.0,0.0,0.0,50.0,0.0
46503,Credit_Approval_Classification,4,44101,active,arff,700.0,,300.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0
46505,total_score,1,44101,active,arff,417.0,,44.0,4.0,11.0,719.0,0.0,0.0,10.0,1.0
46532,dataset_credit-g,1,44331,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,0.0
46535,dataset_credit-approval,1,44331,active,arff,383.0,,307.0,2.0,16.0,690.0,24.0,25.0,15.0,0.0
46540,dataset_credit-g,2,44331,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,1.0
46542,dataset_credit-g,3,44331,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,1.0
46544,dataset_analcatdata_creditscore,2,44331,active,arff,73.0,,27.0,2.0,7.0,100.0,0.0,0.0,6.0,1.0
46545,dataset_credit-approval,2,44331,active,arff,383.0,,307.0,2.0,16.0,690.0,24.0,25.0,15.0,1.0
46562,German-Credit-Data-Creditability-Preprocessed-Dataset,1,45575,active,arff,700.0,,300.0,2.0,34.0,1000.0,0.0,0.0,33.0,1.0
46584,Student_Performance_on_an_Entrance_Examination,1,25914,active,arff,210.0,,101.0,4.0,12.0,666.0,0.0,0.0,0.0,0.0
46590,heart-statlog-uci,1,25914,active,arff,150.0,,120.0,2.0,14.0,270.0,0.0,0.0,13.0,0.0
46595,Thoracic_Surgery_Data,1,25914,active,arff,400.0,,70.0,2.0,17.0,470.0,0.0,0.0,3.0,0.0
46600,maternal_health_risk,1,25914,active,arff,406.0,,272.0,3.0,7.0,1014.0,0.0,0.0,6.0,0.0
46601,Cirrhosis_Patient_Survival_Prediction,1,25914,active,arff,232.0,,25.0,3.0,18.0,418.0,106.0,965.0,7.0,0.0
46602,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,1,25914,active,arff,128.0,,72.0,2.0,29.0,200.0,0.0,0.0,13.0,0.0
46605,differentiated_thyroid_cancer_recurrence,1,25914,active,arff,275.0,,108.0,2.0,17.0,383.0,0.0,0.0,1.0,0.0
46617,mice,1,25914,active,arff,150.0,,105.0,8.0,82.0,1095.0,543.0,1906.0,77.0,0.0
46667,imdb_genre_prediction,1,25914,active,arff,410.0,,390.0,2.0,12.0,800.0,134.0,161.0,7.0,1.0
46719,mental-health-in-tech-survey,3,25914,active,arff,1031.0,,228.0,2.0,27.0,1259.0,1173.0,1892.0,1.0,0.0
46720,OSMI_Mental_Health_in_Tech_Survey,1,25914,active,arff,757.0,,333.0,3.0,63.0,1433.0,1433.0,21961.0,7.0,0.0
46733,diabetes_risk_prediction_dataset,1,25914,active,arff,320.0,,200.0,2.0,17.0,520.0,0.0,0.0,1.0,0.0
46750,Dataset-Mental-Disorders,1,25914,active,arff,31.0,,28.0,4.0,19.0,120.0,0.0,0.0,0.0,0.0
46758,PostPartum_Depression,1,25914,active,arff,980.0,,523.0,2.0,11.0,1503.0,12.0,27.0,0.0,0.0
46788,mice,2,25914,active,arff,150.0,,105.0,8.0,82.0,1095.0,543.0,1906.0,77.0,1.0
46827,QSAR_Bioconcentration_classification,2,25914,active,arff,460.0,,64.0,3.0,13.0,779.0,0.0,0.0,9.0,1.0
46838,Student_Performance_on_an_Entrance_Examination,2,25914,active,arff,210.0,,101.0,4.0,12.0,666.0,0.0,0.0,0.0,1.0
46839,Student_Performance_on_an_Entrance_Examination,3,25914,active,arff,210.0,,101.0,4.0,12.0,666.0,0.0,0.0,0.0,1.0
46842,maternal_health_risk,2,25914,active,arff,406.0,,272.0,3.0,7.0,1014.0,0.0,0.0,6.0,1.0
46843,Cirrhosis_Patient_Survival_Prediction,2,25914,active,arff,232.0,,25.0,3.0,18.0,418.0,106.0,965.0,7.0,1.0
46844,Predicting_Risk_Factors_of_Chronic_Kidney_Disease,2,25914,active,arff,128.0,,72.0,2.0,29.0,200.0,0.0,0.0,13.0,1.0
46846,glioma_grading_clinical_and_mutation_features,2,25914,active,arff,487.0,,352.0,2.0,24.0,839.0,0.0,0.0,22.0,1.0
46847,differentiated_thyroid_cancer_recurrence,2,25914,active,arff,275.0,,108.0,2.0,17.0,383.0,0.0,0.0,1.0,1.0
46848,differentiated_thyroid_cancer_recurrence,3,25914,active,arff,275.0,,108.0,2.0,17.0,383.0,0.0,0.0,1.0,1.0
46850,hepatitis_c_virus_hcv_for_egyptian_patients,2,25914,active,arff,362.0,,332.0,4.0,29.0,1385.0,0.0,0.0,28.0,1.0
46851,hepatitis_c_virus_hcv_for_egyptian_patients,3,25914,active,arff,362.0,,332.0,4.0,29.0,1385.0,0.0,0.0,28.0,1.0
46854,bone_marrow_transplant_children,2,25914,active,arff,102.0,,85.0,2.0,37.0,187.0,45.0,81.0,35.0,1.0
46865,mental-health-in-tech-survey,4,25914,active,arff,1031.0,,228.0,2.0,26.0,1259.0,1173.0,1892.0,1.0,1.0
46866,OSMI_Mental_Health_in_Tech_Survey,2,25914,active,arff,757.0,,333.0,3.0,63.0,1433.0,1433.0,21961.0,7.0,1.0
46869,diabetes_risk_prediction_dataset,2,25914,active,arff,320.0,,200.0,2.0,17.0,520.0,0.0,0.0,1.0,1.0
46872,Dataset-Mental-Disorders,2,25914,active,arff,31.0,,28.0,4.0,18.0,120.0,0.0,0.0,0.0,1.0
46875,divorce_prediction,2,25914,active,arff,86.0,,84.0,2.0,55.0,170.0,0.0,0.0,54.0,1.0
46876,depression_2020,2,25914,active,arff,1191.0,,238.0,2.0,21.0,1429.0,20.0,20.0,20.0,1.0
46877,PostPartum_Depression,2,25914,active,arff,980.0,,523.0,2.0,10.0,1503.0,12.0,27.0,0.0,1.0
46879,mental_health_detection,2,25914,active,arff,174.0,,118.0,4.0,15.0,540.0,0.0,0.0,14.0,1.0
46913,blood-transfusion-service-center,2,34097,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
46918,credit-g,5,34097,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0
46921,diabetes,7,34097,active,arff,500.0,,268.0,2.0,9.0,768.0,0.0,0.0,8.0,1.0
46927,Fitness_Club,1,34097,active,arff,1046.0,,454.0,2.0,7.0,1500.0,20.0,20.0,3.0,4.0
46938,Is-this-a-good-customer,2,34097,active,arff,1527.0,,196.0,2.0,14.0,1723.0,0.0,0.0,5.0,9.0
46941,maternal_health_risk,3,34097,active,arff,406.0,,272.0,3.0,7.0,1014.0,0.0,0.0,6.0,1.0
46952,qsar-biodeg,2,34097,active,arff,699.0,,355.0,2.0,42.0,1054.0,0.0,0.0,36.0,6.0
46959,steel-plates-fault,4,34097,active,arff,673.0,,55.0,7.0,27.0,1941.0,0.0,0.0,25.0,2.0
46963,website_phishing,1,34097,active,arff,702.0,,103.0,3.0,10.0,1353.0,0.0,0.0,0.0,10.0
46980,MIC,3,34097,active,arff,1428.0,,12.0,8.0,112.0,1699.0,1699.0,6513.0,17.0,95.0
46981,regensburg_pediatric_appendicitis,3,25914,active,arff,483.0,,27.0,3.0,56.0,780.0,780.0,13909.0,17.0,1.0
47000,QSAR_Bioconcentration_classification,3,25914,active,arff,460.0,,64.0,3.0,13.0,779.0,0.0,0.0,9.0,1.0
47044,Accidents_Prediction_Dataset,1,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47045,Accidents_Prediction_Dataset,2,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47046,Accidents_Prediction_Dataset,3,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47047,Accidents_Prediction_Dataset,4,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47048,Accidents_Prediction_Dataset,5,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47049,Accidents_Prediction_Dataset,6,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47050,Accidents_Prediction_Dataset_Pipeline,1,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47051,Accidents_Prediction_Dataset_Pipeline,2,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47052,Accidents_Prediction_Balanced_v3,1,52505,active,arff,437.0,,63.0,2.0,7.0,500.0,0.0,0.0,2.0,5.0
47150,CanadaFiresD,1,53720,active,arff,903.0,,588.0,2.0,47.0,1491.0,0.0,0.0,46.0,1.0
47154,vowel,6,53720,active,arff,90.0,,90.0,11.0,11.0,990.0,0.0,0.0,10.0,1.0
